"","source","target","mor"
"918","SP1","BAX",1
"919","ETS1","DDIT3",1
"920","FLI1","DDIT3",1
"921","TP53","ETS1",-1
"922","ETS1","TP53",1
"923","ETS2","TP53",1
"924","DDIT3","GADD45A",1
"925","SP1","POU5F1",1
"926","STAT5A","FOS",1
"927","EGR1","NAB2",1
"928","NAB2","EGR1",-1
"929","TP53","CDK1",-1
"930","TP53","STMN1",-1
"931","NR1H4","FABP6",1
"932","TP53","CDKN1B",1
"933","NR1I3","SGIP1",1
"934","TP53","SGIP1",1
"935","NR3C1","CRH",-1
"936","HNF1B","HNF4A",1
"937","HNF4A","HNF1B",1
"938","NR3C1","SERPINE1",-1
"939","TP53","MAP4",-1
"940","DEAF1","HNRNPA2B1",-1
"941","ESR1","HRAS",1
"942","TBPL1","GTF2B",1
"943","TBPL1","GTF2A1",1
"944","MYOD1","CDKN1C",1
"945","MYOD1","CCNE1",1
"946","MYOD1","CDK2",1
"947","RELB","IL1A",1
"948","RELB","IL1B",1
"949","RELB","TNF",1
"950","JUN","MCF2",1
"951","MEF2C","JUN",1
"952","SPI1","ETS2",1
"953","TFAP2A","CDH1",1
"954","MYC","CDH1",1
"955","MYB","TOM1",1
"956","POU4F2","PAX6",1
"957","POU4F2","EPO",1
"958","TAL1","PIK3C3",1
"959","STAT6","IRF1",1
"960","IRF1","STAT1",1
"961","STAT1","IRF1",1
"962","HNF1A","CYP27A1",1
"963","TP53","GHRHR",1
"964","TP53","MAP2K1",1
"965","TP53","MAPK1",1
"966","PPARA","UCP1",1
"967","PPARG","UCP1",1
"968","NR4A1","MEF2A",1
"969","MEF2A","NR4A1",1
"970","MEF2A","CABIN1",1
"971","EPAS1","VEGFA",1
"972","CEBPB","GH1",1
"973","FOS","CEBPB",1
"974","CEBPB","FOS",1
"975","CEBPG","FOS",1
"976","CEBPD","GH1",1
"977","DNMT1","PSEN1",1
"978","RUNX1","CR1",1
"979","CEBPG","RNASE2",1
"980","FOS","PRKACA",1
"981","SMARCA1","HBB",1
"982","SREBF1","GCK",1
"983","NFATC4","GSK3B",1
"984","RARA","TRH",1
"985","NCOR1","TRH",1
"986","REST","AVP",-1
"987","ATF1","IL10",1
"988","CREB1","IL10",1
"989","RELA","ADRA1D",1
"990","SPI1","FUT2",1
"991","PPARA","IL6",-1
"992","RELA","IL6",1
"993","KAT7","IL6",1
"994","CEBPG","ALB",1
"995","TP53","ALB",1
"996","SP1","NFYA",1
"997","SPI1","ITGB2",1
"998","SPI1","NCF1C",1
"999","HNF1A","ALB",1
"1000","FOXM1","ALB",1
"1001","MYB","CEBPB",1
"1002","CEBPB","EBP",1
"1003","MYB","EBP",1
"1004","CEBPB","CEBPA",1
"1005","CEBPA","CEBPB",1
"1006","CUX1","TRAF6",1
"1007","CUX1","NGFR",1
"1008","CUX1","PTPN13",1
"1009","ARHGAP35","FOS",1
"1010","CUX1","TGFBR2",1
"1011","MYF5","MYOG",1
"1012","MYOG","MYF5",1
"1013","MYOG","MEF2A",1
"1014","MEF2A","MYOG",1
"1015","MYOD1","MYOG",1
"1016","MYOG","MYOD1",1
"1017","USF1","CCNB1",1
"1018","HNF4A","WNT2",1
"1019","SSRP1","SPP2",1
"1020","MYC","AR",1
"1021","AR","MYC",1
"1022","SREBF1","CYP51A1",1
"1023","SP1","CGB8",1
"1024","FOXK1","SCN5A",1
"1025","SP1","SCN5A",1
"1026","CREB1","TNF",1
"1027","SREBF1","RPS14",1
"1028","SP1","F3",1
"1029","TFAP2A","RECQL4",1
"1030","EBF1","BLK",1
"1031","NFKB1","ICAM1",1
"1032","NFKB1","VCAM1",1
"1033","RELA","ICAM1",1
"1034","RELA","VCAM1",1
"1035","TP53","ING1",1
"1036","TP53","MBP",1
"1037","ETS1","FLT1",1
"1038","SP3","ABCC3",1
"1039","SP3","SLC2A1",-1
"1040","CEBPE","LTF",1
"1041","CEBPG","OSM",1
"1042","IRF1","CAMK4",1
"1043","IRF1","TRIM63",1
"1044","IRF2","CAMK4",1
"1045","IRF2","CIITA",1
"1046","CIITA","IRF2",1
"1047","IRF1","LGALS3",1
"1048","IRF2","LGALS3",1
"1049","USF1","BRCA2",1
"1050","ELF1","BRCA2",1
"1051","USF2","BRCA2",1
"1052","SP1","TNF",1
"1053","SMAD7","SMAD3",-1
"1054","SMAD3","SMAD7",1
"1055","SMAD4","SMAD7",1
"1056","FOSL1","ELN",-1
"1057","JUN","ELN",-1
"1058","JUN","FGF2",1
"1059","TP73","BAX",1
"1060","SOX10","CHRNA10",1
"1061","POU3F1","CHRNA3",1
"1062","SOX10","CHRNA3",1
"1063","HIF1A","CDKN1A",1
"1064","AHR","GHRHR",1
"1065","NR3C1","CPS1",1
"1066","NKRF","IFNB1",1
"1067","TP53","RNF123",1
"1068","TFAP2A","MPG",1
"1069","ATF6","HSPA5",1
"1070","STAT5A","IL6",1
"1071","SP1","CD74",1
"1072","ATF1","TGFB2",1
"1073","CREB1","TGFB2",1
"1074","ATF1","TGFBR2",1
"1075","CREB1","CBLIF",1
"1076","CREB1","TGFBR2",1
"1077","USF1","CBLIF",1
"1078","USF1","TGFBR2",1
"1079","USF2","CBLIF",1
"1080","GATA5","NPPA",1
"1081","SP1","OAS1",1
"1082","SP3","OAS1",1
"1083","HOPX","FKBP4",1
"1084","MYC","CAD",1
"1085","USF1","CAD",1
"1086","TCF3","INS",1
"1087","HR","XRCC1",1
"1088","JUND","NR4A1",1
"1089","NKX6-1","INS",1
"1090","FOS","UBE2B",1
"1091","JUN","UBE2B",1
"1092","IRF1","NCF2",1
"1093","IRF8","NCF2",1
"1094","SPI1","SAMHD1",1
"1095","IRF1","CREBBP",1
"1096","CREBBP","IRF1",1
"1097","IRF8","CREBBP",1
"1098","KLF5","LTF",1
"1099","YBX1","TAT",1
"1100","CEBPB","ABCC2",1
"1101","EGR1","TP73",1
"1102","TP73","SP1",-1
"1103","SP1","TP73",1
"1104","TFAP2A","TP73",1
"1105","ERG","ICAM2",1
"1106","HNF4A","ANG",1
"1107","SP1","NOS3",1
"1108","FEV","DDC",1
"1109","ID3","PDLIM7",1
"1110","ZNF316","PDLIM7",1
"1111","ZNF316","RGS2",1
"1112","KLF1","HBD",1
"1113","SREBF1","SCARB1",1
"1114","SP1","EMB",1
"1115","SP3","GAST",1
"1116","CTCF","APP",1
"1117","PITX3","ALDH2",1
"1118","ATF2","PVR",1
"1119","NFKB1","BCL2L1",1
"1120","RELA","BCL2L1",1
"1121","SP1","SERPINH1",1
"1122","DNMT1","VEGFA",1
"1123","HR","VEGFA",1
"1124","YY1","PTPRA",1
"1125","STAT1","IVL",1
"1126","ID1","FASN",1
"1127","SREBF1","FASN",1
"1128","ID2","FAS",-1
"1129","ID3","FAS",-1
"1130","ID1","ADD1",1
"1131","CREM","IL2",1
"1132","STAT6","CCL11",1
"1133","WT1","TGFB1",1
"1134","MITF","TYR",1
"1135","TFAP2A","KRT10",-1
"1136","CEBPA","KRT10",1
"1137","CEBPB","KRT10",1
"1138","CEBPB","TFAP2A",1
"1139","CEBPG","TFAP2A",1
"1140","TFAP2A","CEBPA",-1
"1141","HIF1A","SERPINE1",1
"1142","HIF1A","TCIRG1",1
"1143","MYB","CCNA1",1
"1144","IRF8","IFNA1",1
"1145","E2F1","CDKN2A",1
"1146","NCOA1","CREBBP",1
"1147","E2F1","CCNA2",1
"1148","HOXB2","HBG1",1
"1149","SATB1","HBG1",1
"1150","NFKB2","TNF",1
"1151","ETV6","CR1",-1
"1152","RUNX1","ETV6",1
"1153","SP1","MT1A",1
"1154","USF1","MT1A",1
"1155","TP53","TNFRSF10B",1
"1156","TP53","BRCA1",-1
"1157","POU4F2","BRCA1",-1
"1158","POU4F1","BRCA1",1
"1159","CEBPG","ADIPOQ",1
"1160","MYC","HMOX1",1
"1161","CREB1","ALAS2",1
"1162","RARA","UCP1",1
"1163","SMAD3","CDKN1A",1
"1164","TFAP2A","SAA1",1
"1165","CEBPB","MMP11",1
"1166","CEBPG","MMP11",1
"1167","WT1","TERT",-1
"1168","NRF1","GSS",1
"1169","NRF1","NFE2",1
"1170","RORA","OXT",1
"1171","NR2F1","OXT",-1
"1172","FOS","IL2",1
"1173","SP1","SRF",1
"1174","PAX3","AKT1",1
"1175","TP53","TIMP3",1
"1176","PAX6","EYA1",1
"1177","PROX1","EYA1",1
"1178","PROX1","EYA2",1
"1179","KLF3","C4A",1
"1180","PAX3","C4A",1
"1181","MTF1","MT1A",1
"1182","AR","CDKN1A",1
"1183","TP53","TP63",-1
"1184","TP63","TP53",1
"1185","MAX","TERT",1
"1186","CUX1","BGLAP",1
"1187","EGR1","IGF2",1
"1188","WT1","IGF2",-1
"1189","MYC","NCL",1
"1190","USF1","POLR3D",1
"1191","TFAP2A","ACADVL",1
"1192","HES1","CKM",1
"1193","TFAP2A","CSF2",1
"1194","TFAP2A","HCRT",1
"1195","TP53","NOS3",-1
"1196","CDX2","GLB1",1
"1197","PEG3","VEGFA",1
"1198","NR2E3","RLBP1",1
"1199","RARA","RLBP1",1
"1200","ETS1","PTHLH",1
"1201","NCOA1","NRIP1",1
"1202","NCOR1","CREBBP",1
"1203","NCOR2","CREBBP",1
"1204","NCOR2","NRIP1",1
"1205","SP1","FMR1",1
"1206","TFAP2A","FMR1",1
"1207","CEBPB","IGF1",1
"1208","TP53","PRKCG",1
"1209","TP53","PSMA5",1
"1210","SP1","SGK1",1
"1211","SP3","SGK1",1
"1212","NCOA1","SFTPB",1
"1213","NCOA2","SFTPB",1
"1214","NCOA3","SFTPB",1
"1215","JUN","EGF",1
"1216","TP53","TGFB1",1
"1217","TP53","GDF15",1
"1218","SP1","ACLY",-1
"1219","SP3","ACLY",1
"1220","SP3","FASN",1
"1221","JUN","MICU1",1
"1222","SP1","TNC",1
"1223","FLI1","TNC",1
"1224","GABPA","TNC",1
"1225","AHR","TF",1
"1226","NR2F1","CYP1A1",-1
"1227","ZFHX3","ANPEP",1
"1228","ZFHX3","ADIPOQ",1
"1229","MITF","MC1R",1
"1230","ELF4","ABCB1",1
"1231","SP1","SRC",1
"1232","SP3","SRC",1
"1233","HOXC8","SPP1",1
"1234","SMAD1","SPP1",1
"1235","SPDEF","KLK3",1
"1236","CTCF","MYC",-1
"1237","HNF4A","CYP7A1",-1
"1238","AR","PIAS1",1
"1239","NR5A1","INHA",1
"1240","CREM","APRT",1
"1241","STAT5B","CREBBP",1
"1242","STAT5B","TKT",1
"1243","RARA","RARB",1
"1244","RARB","RARA",1
"1245","RARB","ACTB",1
"1246","CEBPG","UCN",1
"1247","RELA","UCN",1
"1248","SP1","TNXB",1
"1249","CEBPB","PTGS2",1
"1250","NR3C1","PTGS2",-1
"1251","TOX","OMP",1
"1252","SPI1","INS",1
"1253","SPI1","RPS15",1
"1254","PPARA","LPL",1
"1255","NRF1","EIF5B",1
"1256","NRF1","SLC25A5",1
"1257","NRF1","TNFRSF11A",1
"1258","NRF1","E2F1",1
"1259","TFE3","SERPINE1",1
"1260","SMAD4","MSX2",1
"1261","DDIT3","MAPK14",1
"1262","NEUROD1","INS",1
"1263","REST","GRIN1",-1
"1264","NEUROD2","PKN1",1
"1265","PAX2","EN2",1
"1266","KLF13","TAGLN",1
"1267","GTF2IRD1","RB1",1
"1268","MYOD1","MAFB",1
"1269","MYBL2","LOX",1
"1270","SP1","CCL2",1
"1271","SP1","CXCL14",1
"1272","NR2F1","CD44",1
"1273","NR2F2","CD44",1
"1274","NR2F6","CD44",1
"1275","NR2C2","CD44",1
"1276","ELK3","CD44",1
"1277","AHR","RB1",1
"1278","MYB","CREBBP",1
"1279","ELF3","TGFBR2",1
"1280","ELF3","TGFB1",1
"1281","TFAP2A","ERBB2",1
"1282","KLF6","ADCYAP1",1
"1283","PLAG1","IGF2",1
"1284","SSRP1","CTSG",1
"1285","TFAP2C","CGA",1
"1286","CREB1","SCG2",1
"1287","CEBPB","INS",1
"1288","CEBPB","PRL",1
"1289","RELA","FN1",1
"1290","NFKB1","FN1",1
"1291","CEBPD","PPARG",1
"1292","PGR","HPGD",1
"1293","ETS2","HPGD",1
"1294","ETV4","HPGD",1
"1295","FOS","BCL2",1
"1296","PGR","MYC",-1
"1297","CIITA","STAT1",1
"1298","STAT1","CIITA",1
"1299","MEF2A","CLCA1",1
"1300","MEF2A","MSTN",1
"1301","SP1","LBR",1
"1302","SP1","MSTN",1
"1303","ETS1","PRL",1
"1304","POU1F1","TBATA",1
"1305","POU1F1","TSHB",1
"1306","PDX1","FOXA2",1
"1307","FOXA2","PDX1",1
"1308","YY1","CFTR",1
"1309","ZEB1","COL2A1",-1
"1310","JUN","PRL",1
"1311","SNAI1","CDH1",-1
"1312","ID1","MPZ",1
"1313","MYBL2","CDK9",1
"1314","TP53","CDK9",1
"1315","SP3","ZNF143",1
"1316","SP1","IL10",1
"1317","STAT6","ALOX15",1
"1318","FOS","CD44",1
"1319","JUN","CD44",1
"1320","CREM","TH",-1
"1321","CREM","GAST",1
"1322","HESX1","KRAS",1
"1323","MYB","ACTG2",1
"1324","MYB","ACTA2",1
"1325","KLF6","PLAU",1
"1326","KLF6","PLG",1
"1327","TBP","VCP",1
"1328","AHR","ACHE",1
"1329","APEX1","CD19",1
"1330","NRG1","SELE",1
"1331","JUN","PTGS2",1
"1332","NR2F1","GAL",1
"1333","AR","LCP1",1
"1334","EGR1","FLT1",1
"1335","ZNF354C","FLT1",1
"1336","SP1","SOD2",1
"1337","SP1","CETP",1
"1338","SP3","CETP",-1
"1339","BACH2","FGF4",1
"1340","PATZ1","MYC",1
"1341","STAT1","VIM",1
"1342","PPARG","IL2",-1
"1343","CEBPG","LDLR",1
"1344","MYC","KRAS",1
"1345","TBP","IGFBP7",1
"1346","TBP","MMP3",1
"1347","ZHX2","AFP",-1
"1348","CEBPB","RHD",1
"1349","HNF4A","GH1",-1
"1350","HNF4A","FOXA2",1
"1351","FOXA2","HNF4A",1
"1352","ONECUT1","FOXA2",1
"1353","FOXA2","ONECUT1",1
"1354","HNF4A","ONECUT1",1
"1355","ONECUT1","HNF4A",1
"1356","STAT5A","ONECUT1",1
"1357","STAT5A","TFAP2A",1
"1358","TBP","DR1",1
"1359","DR1","TBP",-1
"1360","TBP","POLR2F",1
"1361","ETS1","NR1H2",1
"1362","CEBPB","RBPJ",1
"1363","CDX2","LCT",1
"1364","CEBPG","CSF3",1
"1365","CEBPG","PRTN3",1
"1366","MYB","PRTN3",1
"1367","SPI1","CSF3",1
"1368","SPI1","PRTN3",1
"1369","GATA4","AMH",1
"1370","NR5A1","AMH",1
"1371","RXRA","BGLAP",1
"1372","VDR","BGLAP",1
"1373","HIF1A","NOS2",1
"1374","ATF1","CCNA2",1
"1375","NR1H2","CETP",-1
"1376","NR1H3","CETP",1
"1377","TP53","CAV1",1
"1378","SREBF1","CAV1",-1
"1379","KAT5","TKT",1
"1380","FOS","MMP1",1
"1381","SP1","PLAUR",1
"1382","GATA6","TFF1",1
"1383","GATA6","TFF2",1
"1384","GATA6","TFF3",1
"1385","HSF1","HSD17B6",-1
"1386","HSF1","HSPB1",1
"1387","ZNF292","GH1",1
"1388","SPI1","PAX5",1
"1389","PAX5","SPI1",-1
"1390","E2F1","SERPINE1",-1
"1391","E2F1","PLAU",1
"1392","NCOR2","RUNX1T1",1
"1393","ZBTB16","RUNX1T1",1
"1394","NCOR1","RUNX1T1",1
"1395","GBX2","IL6",1
"1396","YBX3","TAF8",1
"1397","YBX3","APP",1
"1398","TP53","PCSK1",1
"1399","TP53","SERPINB5",1
"1400","SMAD6","SMAD1",1
"1401","SMAD1","SMAD6",1
"1402","CEBPG","PTGS2",1
"1403","MAFK","CDK2",1
"1404","MYBL1","CDX1",1
"1405","CDX1","BCL2",1
"1406","MYBL1","BCL2",1
"1407","CDX2","BCL2",1
"1408","MYB","BCL2",1
"1409","NR5A1","POU5F1",1
"1410","RARA","POU5F1",1
"1411","GMEB1","TAT",1
"1412","EGR1","CHRNA7",1
"1413","FOS","CALM1",1
"1414","PAX8","TPO",1
"1415","TTF1","TPO",1
"1416","SP3","GH1",1
"1417","SP1","GH1",1
"1418","EBF1","CD19",1
"1419","EBF1","CD79A",1
"1420","ESR1","ERBB2",1
"1421","NCOA1","ERBB2",1
"1422","JUN","CDKN1B",-1
"1423","ETS1","CTSB",1
"1424","SP1","CTSB",1
"1425","SP3","CTSB",1
"1426","ETS2","CTSB",1
"1427","SP4","CTSB",1
"1428","IRF1","IFNB1",1
"1429","ARNT","VEGFA",1
"1430","STAT4","MYC",1
"1431","MYC","IL2",1
"1432","TFDP1","CDKN1A",1
"1433","TFAP2A","KLF12",-1
"1434","KLF12","TFAP2A",-1
"1435","ZNF91","TFAP2A",1
"1436","MSX1","BMP2",1
"1437","MSX1","BMP4",1
"1438","MSX1","SHH",1
"1439","SP1","HSPA1B",1
"1440","KMT2A","EXOSC1",1
"1441","KLF1","HBG1",1
"1442","HMGA1","IL2",1
"1443","CEBPA","DEFA3",1
"1444","NFKBIE","SELE",1
"1445","NFKBIE","ICAM1",1
"1446","REL","ICAM1",1
"1447","SP3","F3",-1
"1448","SMAD3","TGFB1",1
"1449","TFAP2A","SLC34A1",1
"1450","PATZ1","RNF4",1
"1451","ZNF362","HTR1A",1
"1452","GATA2","NOS3",1
"1453","ZNF143","HMOX1",1
"1454","PRDM1","MYC",-1
"1455","PRDM1","YY1",1
"1456","YY1","MYC",-1
"1457","STAT6","FCER1G",1
"1458","IRF1","CCL5",1
"1459","SPI1","GHR",1
"1460","NR3C1","CYP19A1",1
"1461","NR3C2","ADRA1D",1
"1462","NR3C2","RELA",1
"1463","SP1","NR3C2",1
"1464","NR3C2","SP1",1
"1465","SP1","RELA",1
"1466","RELA","SP1",1
"1467","SP1","IGF1R",1
"1468","KAT5","PRKACA",1
"1469","POU2F1","HBG1",-1
"1470","SP1","LTA",1
"1471","RARA","ABCC2",1
"1472","RARA","SLC10A1",1
"1473","ATF1","PRKACA",1
"1474","ATF1","ACHE",1
"1475","SP3","ITGAD",1
"1476","PAX3","ITGAD",1
"1477","SP1","ITGAD",1
"1478","MYB","ATP2B1",1
"1479","SSRP1","TNF",1
"1480","ATF1","RPS6KA3",1
"1481","MXD1","TERT",-1
"1482","IRF1","FASLG",1
"1483","IRF2","FASLG",1
"1484","STAT1","IL4",1
"1485","BPTF","MAZ",1
"1486","STAT3","MAPK8",1
"1487","SP3","MAPK1",1
"1488","SP1","MAPK1",1
"1489","SPI1","MAPK1",-1
"1490","STAT5A","CD34",1
"1491","ID1","CDKN1A",1
"1492","ID1","CDKN2B",1
"1493","NR5A1","CYP2B6",1
"1494","ATF1","REG3A",1
"1495","ATF1","LPIN1",1
"1496","SP1","ST6GALNAC3",1
"1497","SP1","ST6GALNAC4",1
"1498","AHR","XPO1",1
"1499","CLOCK","DBP",1
"1500","TP53","PERP",1
"1501","HNF1A","DPP4",1
"1502","SP1","LARGE1",1
"1503","MAX","FASLG",1
"1504","MYC","FASLG",1
"1505","SPI1","TLR4",1
"1506","CTCF","SIN3A",1
"1507","RARB","PRKCA",1
"1508","STAT3","GFAP",1
"1509","BHLHE40","CENPX",1
"1510","ESR1","LTF",1
"1511","IRF1","MYB",-1
"1512","SRY","AMH",1
"1513","WT1","AMH",1
"1514","ZNF354C","AMH",1
"1515","NR3C2","BAX",1
"1516","NR3C2","BCL2",1
"1517","TP53","FADD",1
"1518","STAT3","VEGFA",1
"1519","MYBL2","PARP1",1
"1520","PPARA","CYP7A1",-1
"1521","CEBPA","SCGB1A1",1
"1522","CEBPD","SCGB1A1",1
"1523","CEBPG","SCGB1A1",1
"1524","CEBPD","EBP",1
"1525","TP53","ABCB1",-1
"1526","LEF1","MITF",1
"1527","MAF","TP53",1
"1528","TP53","MAF",1
"1529","NR5A2","CYP8B1",1
"1530","SP1","PKM",1
"1531","SP3","PKM",1
"1532","PDX1","IAPP",1
"1533","AIRE","CREBBP",1
"1534","FOXM1","SLC2A2",1
"1535","HNF1A","SLC2A2",1
"1536","FOXA2","SLC2A2",-1
"1537","HNF1B","SLC2A2",1
"1538","TP53","BDKRB2",1
"1539","CEBPA","IL6",1
"1540","CEBPD","IL6",1
"1541","ZGPAT","IL6",1
"1542","CEBPB","CCL2",1
"1543","ERG","TGFBR2",1
"1544","ETV1","TGFBR2",1
"1545","PPARG","CYP19A1",-1
"1546","ETS2","MGAT5",1
"1547","KLF4","CDKN1A",1
"1548","ESR1","IGF1",1
"1549","MITF","CD40",1
"1550","SP1","EPHB2",1
"1551","PDX1","SST",1
"1552","IRF1","BIRC3",1
"1553","PEG3","PTGDR",1
"1554","RARA","NPM1",1
"1555","SOX9","ACAN",1
"1556","SPI1","ACAN",1
"1557","CREB1","BCL2",1
"1558","FOS","FGFBP1",1
"1559","JUND","FGFBP1",1
"1560","WT1","CDH1",-1
"1561","SMAD7","TGFB1",1
"1562","TP53","MMP13",-1
"1563","ESR1","LPL",1
"1564","CEBPB","TNF",1
"1565","EGR2","FASLG",-1
"1566","E2F4","CCNE1",1
"1567","TFDP1","CCNE1",1
"1568","SIX4","ATP1A1",1
"1569","NEUROG3","NEUROD1",1
"1570","CXXC1","CCNA1",1
"1571","TFCP2","CCNA1",1
"1572","RELA","GC",1
"1573","SP1","LGALS1",1
"1574","TP53","CA9",1
"1575","HNF1A","GJB1",1
"1576","SP1","GJB1",1
"1577","TBX21","IFNG",1
"1578","TBX21","IL5",1
"1579","NFIC","OMP",1
"1580","SP1","SLC5A1",1
"1581","IRF1","PSMB9",1
"1582","STAT1","PSMB9",1
"1583","IRF1","ACHE",1
"1584","MYB","PTGS2",1
"1585","JUN","COPS5",1
"1586","ATF1","SST",1
"1587","EWSR1","SST",1
"1588","HOXA10","CYBB",-1
"1589","NR2C1","RARB",1
"1590","NR2C1","HLA-DRB1",1
"1591","RARA","HLA-DRB1",1
"1592","RARA","CDKN2A",1
"1593","HNF1A","G6PC1",1
"1594","SP1","TGFBR2",1
"1595","CEBPA","AMELX",1
"1596","LMX1B","LDB1",1
"1597","FOXA2","HHEX",1
"1598","GATA4","HHEX",1
"1599","NRG1","ERBB3",1
"1600","NRG1","ERBB2",1
"1601","ZNF362","REG1A",1
"1602","NR5A1","MC2R",1
"1603","NR5A1","CREBBP",1
"1604","MITF","TBX2",1
"1605","TBX2","MITF",1
"1606","SSRP1","MITF",1
"1607","SSRP1","TBX2",1
"1608","MYBL2","CLU",1
"1609","SP1","COL1A2",1
"1610","SP3","COL1A2",1
"1611","NR3C1","CYP3A4",1
"1612","SRF","NR4A1",1
"1613","NR2F2","CCND1",1
"1614","NR2F2","CDK2",1
"1615","NR2F2","CDKN1A",1
"1616","STAT1","CD86",1
"1617","SP1","AR",1
"1618","AR","SP1",1
"1619","GABPA","BRCA1",1
"1620","ELF3","KRT4",-1
"1621","ELF3","SPRR2A",1
"1622","PPARA","APOA2",1
"1623","FOS","AKR1B15",1
"1624","JUN","AKR1B15",1
"1625","JUND","AKR1B15",1
"1626","TP73","MRPL41",1
"1627","ZNF699","MRPL41",1
"1628","TP53","DKK1",1
"1629","HIF1A","CP",1
"1630","NRF1","PVR",1
"1631","NCOA1","KAT2B",1
"1632","NCOA3","CREBBP",1
"1633","NCOA3","KAT2B",1
"1634","RARA","CYP7A1",1
"1635","PPARA","ACSL1",1
"1636","SP1","VIM",1
"1637","ZNF148","VIM",-1
"1638","ATF2","CCNA2",1
"1639","TP53","TERT",-1
"1640","SP1","TERT",1
"1641","NOTO","CD74",1
"1642","NOTO","TOP2B",1
"1643","TFDP1","CD74",1
"1644","TFDP1","TOP2B",1
"1645","RFX1","HLA-E",1
"1646","RFX5","HLA-E",1
"1647","RFXANK","HLA-E",1
"1648","RFXAP","HLA-E",1
"1649","ATF4","CREBBP",1
"1650","TCF3","IGLL1",1
"1651","HNF1A","UGT2B7",1
"1652","POU2F1","UGT2B7",1
"1653","ESRRA","LTF",1
"1654","FOS","MMP13",1
"1655","JUN","MMP13",1
"1656","JUND","CEBPZ",1
"1657","JUND","MMP13",1
"1658","STAT3","CDKN2D",1
"1659","ELF1","CSF2",1
"1660","NEUROD1","MAPKAPK2",1
"1661","TTF1","SFTPC",1
"1662","BARX2","NCAM1",1
"1663","CRX","FSCN2",1
"1664","NRL","FSCN2",1
"1665","EGR1","FN1",1
"1666","EGR1","SERPINE1",1
"1667","EGR1","TGFB1",1
"1668","FOXO4","CDKN1B",1
"1669","MXD1","AMPD1",1
"1670","TP53","MPPED2",1
"1671","TP53","PTPRA",-1
"1672","JUN","LHB",1
"1673","PPARA","PKLR",1
"1674","HNF4A","DR1",1
"1675","HNF4A","PKLR",1
"1676","LHX4","IFT172",1
"1677","GATA4","EDN1",1
"1678","DLX5","BGLAP",1
"1679","YBX3","ERBB2",1
"1680","JUNB","CCND1",-1
"1681","TP53","ABCC1",1
"1682","ZNF423","OAZ3",1
"1683","HR","CCL7",1
"1684","NR1H4","VARS1",1
"1685","SP1","TNFRSF8",1
"1686","REL","BCL2",-1
"1687","CEBPD","ADRA1D",1
"1688","CEBPD","TNF",1
"1689","CEBPB","COL1A1",1
"1690","CEBPD","COL1A1",1
"1691","SMAD3","COL1A2",1
"1692","SMAD4","COL1A2",1
"1693","VDR","CA2",1
"1694","TFAM","GHRHR",1
"1695","SPIB","PDLIM7",1
"1696","IRF3","CCL5",1
"1697","PITX3","TH",1
"1698","MYOD1","RB1",1
"1699","ZGPAT","IL1B",1
"1700","SREBF1","ACLY",1
"1701","SREBF2","ACLY",1
"1702","SP1","SCARB1",1
"1703","RUNX2","CEBPD",1
"1704","ELF4","ALDOA",1
"1705","KLF4","KRT4",1
"1706","KLF6","KRT4",1
"1707","JUN","EGFR",1
"1708","FOS","EGFR",1
"1709","JUNB","EGFR",1
"1710","ONECUT1","GH1",1
"1711","CEBPA","ONECUT1",-1
"1712","FOS","BGLAP",-1
"1713","YY1","BGLAP",-1
"1714","HES1","NEUROG1",-1
"1715","HES5","NEUROG1",-1
"1716","ESR2","TERT",1
"1717","MYOD1","MAPK1",1
"1718","MYOD1","MAPK14",1
"1719","TTF1","TSHR",1
"1720","NEUROD1","SCT",1
"1721","NR2C2","XIAP",1
"1722","STAT3","SOCS1",1
"1723","NCOA2","KAT2B",1
"1724","YBX1","HNRNPL",1
"1725","FOXN1","MMP9",1
"1726","NR4A1","POMC",1
"1727","SP1","ATP1B1",1
"1728","SP3","ATP1B1",1
"1729","TBX5","BMP2",1
"1730","SSRP1","MYB",1
"1731","SP1","VEGFA",1
"1732","SP3","VEGFA",1
"1733","HSF1","ABCB1",1
"1734","STAT1","MMP9",-1
"1735","JUN","CXCL8",1
"1736","REL","CXCL8",1
"1737","AHR","CREBBP",1
"1738","CEBPB","CREBBP",1
"1739","STAT1","FCGR1A",1
"1740","NR3C1","FCGR1A",1
"1741","IRF1","SOCS1",1
"1742","STAT1","SOCS1",1
"1743","STAT5B","SOCS3",1
"1744","TLX1","WT1",1
"1745","SPI1","CD40",1
"1746","SPIB","CD40",1
"1747","MEF2A","CALM1",1
"1748","SP1","PTGS2",1
"1749","SP3","PTGS2",1
"1750","HIVEP1","COL2A1",1
"1751","SOX9","COL2A1",1
"1752","ONECUT1","NEUROG3",1
"1753","LHX2","HLA-E",1
"1754","TAL1","HBG1",1
"1755","SMAD2","PDGFB",1
"1756","SMAD3","PDGFB",1
"1757","SMAD4","PDGFB",1
"1758","ETS1","CDH5",1
"1759","TP53","CD82",1
"1760","SP1","AGER",1
"1761","STAT5B","GCK",1
"1762","STAT5B","INSR",1
"1763","STAT1","ICAM1",1
"1764","STAT1","JAK1",1
"1765","STAT1","TSHB",1
"1766","STAT3","ICAM1",1
"1767","TTF1","SFTPB",1
"1768","ESR1","PRL",1
"1769","SP1","EGFR",-1
"1770","NKX3-1","CASP8",1
"1771","NFKB1","STAT5A",1
